state,response,coverage,education,employment_status,gender,location_code,marital_status,renew_offer_type,sales_channel,vehicle_class,vehicle_size,policy_category
California,Yes,Basic,Bachelor,Employed,M,Suburban,Divorced,Offer2,Call Center,Two-Door Car,Small,Special
Oregon,No,Premium,High School or Below,Unemployed,F,Suburban,Single,Offer1,Call Center,Sports Car,Medsize,Corporate
Oregon,Yes,Extended,College,Employed,F,Suburban,Married,Offer2,Agent,Two-Door Car,Small,Special
Washington,No,Basic,Doctor,Employed,M,Rural,Married,Offer2,Agent,Four-Door Car,Medsize,Personal
Oregon,No,Extended,Master,Unemployed,M,Suburban,Divorced,Offer1,Call Center,SUV,Small,Personal
California,Yes,Extended,Master,Employed,M,Urban,Married,Offer3,Agent,Four-Door Car,Medsize,Corporate
Arizona,No,Basic,College,Employed,F,Rural,Married,Offer1,Call Center,Four-Door Car,Medsize,Personal
Arizona,No,Basic,High School or Below,Employed,F,Rural,Married,Offer4,Branch,Two-Door Car,Small,Personal
Oregon,No,Premium,Bachelor,Employed,F,Suburban,Married,Offer1,Agent,Four-Door Car,Medsize,Corporate
California,Yes,Extended,College,Employed,F,Suburban,Divorced,Offer1,Branch,Four-Door Car,Medsize,Personal
Arizona,No,Extended,High School or Below,Employed,F,Suburban,Married,Offer1,Branch,Sports Car,Medsize,Personal
Oregon,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Offer1,Agent,Four-Door Car,Small,Corporate
California,No,Basic,Doctor,Employed,F,Suburban,Married,Offer4,Call Center,Luxury SUV,Medsize,Personal
Arizona,No,Basic,College,Employed,M,Suburban,Married,Offer1,Branch,Four-Door Car,Small,Special
Arizona,No,Extended,High School or Below,Employed,F,Suburban,Married,Offer4,Web,Two-Door Car,Medsize,Personal
Oregon,No,Extended,Master,Employed,F,Suburban,Married,Offer4,Branch,Luxury Car,Medsize,Personal
California,Yes,Extended,College,Employed,F,Suburban,Married,Offer1,Branch,SUV,Medsize,Personal
Washington,No,Basic,High School or Below,Employed,M,Rural,Married,Offer4,Agent,Four-Door Car,Medsize,Corporate
Oregon,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Offer1,Branch,Two-Door Car,Medsize,Personal
California,No,Premium,College,Unemployed,M,Suburban,Single,Offer1,Agent,SUV,Large,Personal
California,No,Basic,Bachelor,Employed,F,Urban,Married,Offer1,Call Center,SUV,Medsize,Personal
Nevada,No,Basic,Master,Medical Leave,M,Rural,Married,Offer3,Agent,Four-Door Car,Medsize,Personal
California,No,Basic,High School or Below,Employed,M,Suburban,Married,Offer3,Branch,Four-Door Car,Medsize,Personal
Oregon,No,Extended,Bachelor,Employed,M,Urban,Married,Offer2,Call Center,Two-Door Car,Medsize,Personal
California,No,Basic,Bachelor,Unemployed,F,Suburban,Married,Offer1,Branch,Four-Door Car,Medsize,Personal
Oregon,No,Extended,College,Unemployed,F,Suburban,Divorced,Offer1,Web,Four-Door Car,Small,Personal
California,No,Basic,Doctor,Employed,F,Suburban,Single,Offer1,Agent,Four-Door Car,Small,Personal
Arizona,Yes,Basic,Bachelor,Employed,M,Suburban,Married,Offer2,Call Center,Two-Door Car,Medsize,Corporate
Oregon,Yes,Extended,College,Employed,F,Rural,Divorced,Offer2,Agent,Four-Door Car,Medsize,Personal
California,No,Extended,College,Unemployed,M,Suburban,Single,Offer1,Branch,SUV,Medsize,Corporate
Arizona,Yes,Basic,College,Retired,F,Suburban,Divorced,Offer1,Agent,SUV,Small,Personal
Oregon,No,Extended,Doctor,Medical Leave,M,Suburban,Married,Offer2,Call Center,Four-Door Car,Medsize,Personal
Nevada,Yes,Basic,High School or Below,Employed,M,Urban,Married,Offer2,Agent,Four-Door Car,Large,Personal
Oregon,No,Basic,High School or Below,Employed,F,Urban,Married,Offer2,Web,Two-Door Car,Medsize,Personal
Oregon,No,Basic,High School or Below,Employed,M,Suburban,Single,Offer2,Call Center,Two-Door Car,Small,Personal
Arizona,Yes,Basic,College,Unemployed,M,Suburban,Married,Offer1,Branch,SUV,Medsize,Personal
Oregon,No,Basic,College,Employed,M,Suburban,Married,Offer4,Agent,Four-Door Car,Small,Corporate
California,No,Extended,High School or Below,Employed,F,Suburban,Married,Offer4,Agent,Four-Door Car,Large,Personal
Washington,No,Premium,High School or Below,Unemployed,M,Suburban,Married,Offer2,Branch,Two-Door Car,Small,Corporate
California,No,Basic,Master,Employed,F,Suburban,Divorced,Offer1,Branch,Two-Door Car,Medsize,Personal
Washington,Yes,Basic,College,Retired,M,Suburban,Single,Offer1,Agent,Four-Door Car,Medsize,Personal
Arizona,No,Extended,Bachelor,Employed,F,Suburban,Married,Offer1,Branch,Four-Door Car,Medsize,Personal
Oregon,Yes,Extended,Bachelor,Employed,F,Suburban,Divorced,Offer1,Agent,Luxury SUV,Medsize,Corporate
Oregon,No,Basic,High School or Below,Employed,F,Suburban,Divorced,Offer1,Branch,Four-Door Car,Medsize,Personal
California,No,Basic,College,Employed,F,Suburban,Divorced,Offer3,Agent,Two-Door Car,Medsize,Personal
Arizona,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Offer1,Call Center,Two-Door Car,Large,Personal
Oregon,No,Extended,College,Employed,M,Urban,Single,Offer1,Web,SUV,Medsize,Personal
Oregon,Yes,Extended,College,Retired,F,Suburban,Single,Offer1,Branch,Four-Door Car,Small,Personal
California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Offer2,Branch,Four-Door Car,Medsize,Personal
Arizona,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Offer1,Call Center,Four-Door Car,Medsize,Corporate
California,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Offer1,Branch,Sports Car,Medsize,Personal
Oregon,No,Premium,High School or Below,Employed,F,Rural,Single,Offer3,Agent,Two-Door Car,Medsize,Personal
California,No,Premium,College,Employed,F,Rural,Single,Offer1,Web,SUV,Large,Personal
Oregon,No,Extended,College,Employed,F,Rural,Divorced,Offer3,Call Center,Four-Door Car,Medsize,Personal
Arizona,Yes,Extended,College,Unemployed,M,Suburban,Married,Offer2,Agent,SUV,Medsize,Personal
Washington,No,Basic,Bachelor,Unemployed,F,Suburban,Married,Offer1,Agent,Four-Door Car,Medsize,Personal
Oregon,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Offer1,Call Center,Four-Door Car,Medsize,Personal
Oregon,No,Basic,Doctor,Employed,F,Urban,Single,Offer1,Call Center,Two-Door Car,Medsize,Personal
California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Offer2,Branch,Four-Door Car,Medsize,Personal
Washington,Yes,Extended,Doctor,Employed,M,Rural,Divorced,Offer2,Branch,Four-Door Car,Medsize,Corporate
California,No,Basic,College,Employed,F,Rural,Married,Offer2,Call Center,Two-Door Car,Medsize,Personal
California,No,Extended,Bachelor,Employed,M,Urban,Married,Offer3,Agent,Four-Door Car,Medsize,Corporate
Oregon,No,Extended,Master,Employed,M,Rural,Divorced,Offer4,Branch,Four-Door Car,Medsize,Corporate
California,No,Basic,College,Employed,F,Rural,Divorced,Offer1,Call Center,Four-Door Car,Medsize,Special
Washington,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Offer1,Branch,Two-Door Car,Medsize,Personal
Oregon,No,Extended,Master,Unemployed,F,Urban,Married,Offer2,Branch,Four-Door Car,Large,Personal
Oregon,Yes,Extended,High School or Below,Retired,F,Suburban,Divorced,Offer1,Agent,Four-Door Car,Large,Corporate
Arizona,No,Basic,College,Employed,F,Suburban,Married,Offer2,Call Center,Four-Door Car,Medsize,Personal
Oregon,No,Basic,College,Employed,F,Urban,Married,Offer1,Branch,SUV,Medsize,Personal
California,No,Premium,Bachelor,Employed,M,Rural,Married,Offer1,Call Center,Two-Door Car,Medsize,Personal
Oregon,Yes,Premium,High School or Below,Employed,M,Suburban,Divorced,Offer1,Agent,Luxury SUV,Medsize,Corporate
Oregon,No,Extended,Bachelor,Disabled,M,Suburban,Married,Offer1,Branch,Two-Door Car,Small,Personal
Arizona,No,Basic,College,Unemployed,F,Suburban,Single,Offer3,Agent,Two-Door Car,Small,Personal
Arizona,No,Basic,College,Employed,M,Suburban,Married,Offer2,Call Center,Two-Door Car,Small,Special
Oregon,No,Basic,Bachelor,Employed,M,Urban,Married,Offer2,Call Center,Two-Door Car,Medsize,Personal
Arizona,No,Basic,Bachelor,Employed,F,Urban,Married,Offer1,Agent,SUV,Medsize,Corporate
Oregon,No,Premium,Doctor,Employed,F,Urban,Married,Offer2,Call Center,Four-Door Car,Medsize,Personal
Arizona,No,Premium,Master,Employed,F,Rural,Single,Offer1,Web,Two-Door Car,Medsize,Corporate
Arizona,No,Extended,College,Disabled,M,Suburban,Single,Offer1,Agent,Four-Door Car,Medsize,Personal
Nevada,No,Premium,College,Employed,M,Suburban,Divorced,Offer2,Call Center,Four-Door Car,Large,Personal
California,Yes,Basic,College,Retired,M,Suburban,Single,Offer1,Agent,Two-Door Car,Medsize,Corporate
Arizona,No,Extended,College,Medical Leave,F,Rural,Divorced,Offer1,Branch,SUV,Medsize,Corporate
California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Offer1,Branch,Two-Door Car,Small,Personal
California,No,Basic,College,Employed,M,Suburban,Single,Offer4,Call Center,Four-Door Car,Small,Personal
Washington,No,Extended,Master,Retired,M,Suburban,Married,Offer3,Web,Four-Door Car,Medsize,Corporate
Washington,No,Basic,Bachelor,Employed,F,Urban,Married,Offer1,Agent,Two-Door Car,Medsize,Personal
Nevada,No,Basic,Bachelor,Employed,M,Suburban,Married,Offer1,Branch,SUV,Medsize,Personal
Arizona,Yes,Premium,High School or Below,Employed,M,Suburban,Divorced,Offer1,Agent,Luxury SUV,Medsize,Personal
California,No,Extended,High School or Below,Unemployed,M,Suburban,Divorced,Offer2,Agent,Four-Door Car,Medsize,Personal
California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Offer1,Agent,Two-Door Car,Medsize,Personal
California,No,Extended,College,Employed,M,Rural,Single,Offer4,Call Center,Two-Door Car,Medsize,Personal
California,No,Basic,Bachelor,Employed,M,Rural,Married,Offer4,Call Center,Luxury SUV,Medsize,Personal
Oregon,No,Basic,Bachelor,Employed,M,Suburban,Divorced,Offer1,Web,Luxury SUV,Medsize,Corporate
California,No,Basic,Bachelor,Employed,M,Rural,Married,Offer1,Agent,Four-Door Car,Medsize,Personal
California,No,Basic,High School or Below,Employed,F,Suburban,Married,Offer4,Call Center,SUV,Medsize,Corporate
Nevada,No,Extended,High School or Below,Employed,F,Rural,Married,Offer2,Branch,Four-Door Car,Medsize,Special
Nevada,Yes,Extended,College,Employed,M,Rural,Married,Offer2,Agent,Sports Car,Medsize,Personal
California,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Offer4,Branch,Four-Door Car,Small,Personal
Nevada,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Offer3,Agent,Four-Door Car,Medsize,Personal
Oregon,No,Premium,Bachelor,Unemployed,F,Rural,Married,Offer2,Branch,SUV,Small,Corporate
California,No,Basic,Bachelor,Employed,M,Urban,Married,Offer2,Branch,SUV,Large,Personal
Nevada,No,Extended,High School or Below,Employed,M,Rural,Divorced,Offer1,Agent,Four-Door Car,Medsize,Corporate
Oregon,No,Extended,College,Unemployed,F,Suburban,Single,Offer2,Agent,SUV,Medsize,Personal
Washington,Yes,Basic,High School or Below,Employed,F,Rural,Single,Offer2,Agent,Four-Door Car,Medsize,Corporate
Arizona,No,Basic,College,Unemployed,F,Suburban,Married,Offer1,Web,Four-Door Car,Small,Personal
Arizona,No,Basic,College,Employed,M,Suburban,Married,Offer3,Agent,Four-Door Car,Medsize,Corporate
Washington,No,Extended,College,Employed,F,Urban,Single,Offer1,Agent,SUV,Medsize,Personal
Arizona,No,Extended,College,Unemployed,F,Suburban,Married,Offer1,Agent,Two-Door Car,Medsize,Personal
Nevada,No,Basic,High School or Below,Employed,F,Rural,Married,Offer3,Agent,Four-Door Car,Medsize,Personal
California,No,Basic,High School or Below,Employed,F,Urban,Married,Offer2,Agent,Four-Door Car,Medsize,Personal
Arizona,No,Extended,College,Unemployed,F,Suburban,Single,Offer3,Branch,SUV,Medsize,Personal
Oregon,No,Premium,College,Unemployed,M,Suburban,Single,Offer1,Branch,Four-Door Car,Small,Personal
Arizona,No,Basic,High School or Below,Medical Leave,F,Urban,Married,Offer1,Agent,Four-Door Car,Medsize,Corporate
Arizona,No,Basic,College,Employed,M,Suburban,Single,Offer1,Branch,Four-Door Car,Medsize,Personal
Oregon,No,Basic,Bachelor,Employed,F,Urban,Married,Offer1,Agent,Four-Door Car,Medsize,Personal
California,No,Extended,College,Employed,F,Suburban,Single,Offer1,Agent,Four-Door Car,Medsize,Personal
Nevada,No,Extended,College,Employed,M,Suburban,Single,Offer1,Agent,Four-Door Car,Medsize,Corporate
California,No,Basic,Doctor,Employed,M,Rural,Divorced,Offer1,Web,Four-Door Car,Medsize,Corporate
Arizona,No,Extended,Bachelor,Employed,M,Suburban,Divorced,Offer2,Branch,Four-Door Car,Medsize,Personal
Arizona,No,Basic,Doctor,Employed,M,Suburban,Married,Offer4,Branch,Four-Door Car,Medsize,Personal
Oregon,No,Premium,High School or Below,Employed,M,Suburban,Married,Offer1,Branch,Four-Door Car,Medsize,Corporate
Washington,No,Basic,Bachelor,Disabled,M,Suburban,Married,Offer1,Agent,Four-Door Car,Medsize,Personal
Oregon,Yes,Extended,College,Medical Leave,M,Suburban,Married,Offer2,Branch,Four-Door Car,Small,Personal
California,Yes,Extended,Bachelor,Employed,F,Suburban,Divorced,Offer1,Agent,Luxury SUV,Medsize,Personal
California,No,Basic,College,Employed,M,Urban,Married,Offer3,Branch,SUV,Medsize,Personal
Oregon,No,Premium,College,Disabled,F,Suburban,Married,Offer3,Call Center,Two-Door Car,Medsize,Personal
Oregon,No,Basic,Master,Employed,M,Rural,Married,Offer1,Branch,SUV,Medsize,Corporate
Nevada,No,Basic,College,Disabled,F,Suburban,Married,Offer1,Branch,SUV,Small,Personal
Oregon,No,Premium,College,Employed,M,Rural,Married,Offer2,Branch,SUV,Large,Personal
Washington,No,Basic,Master,Employed,M,Rural,Married,Offer2,Web,Four-Door Car,Large,Personal
Oregon,Yes,Basic,High School or Below,Employed,F,Urban,Married,Offer1,Agent,SUV,Medsize,Personal
Nevada,No,Basic,High School or Below,Employed,F,Urban,Married,Offer4,Call Center,Four-Door Car,Medsize,Personal
California,No,Extended,Bachelor,Unemployed,M,Suburban,Married,Offer1,Call Center,Four-Door Car,Medsize,Personal
California,No,Basic,High School or Below,Employed,M,Suburban,Married,Offer3,Branch,SUV,Medsize,Personal
Arizona,Yes,Basic,Master,Employed,F,Rural,Single,Offer2,Web,Four-Door Car,Medsize,Corporate
California,No,Basic,College,Employed,M,Suburban,Married,Offer2,Branch,Two-Door Car,Medsize,Personal
California,No,Basic,High School or Below,Employed,F,Suburban,Single,Offer1,Agent,Two-Door Car,Medsize,Personal
Washington,Yes,Basic,Master,Employed,F,Suburban,Married,Offer2,Agent,Four-Door Car,Small,Personal
Oregon,No,Basic,College,Employed,F,Suburban,Married,Offer4,Branch,Four-Door Car,Medsize,Special
Arizona,No,Basic,Bachelor,Unemployed,F,Rural,Married,Offer4,Web,Four-Door Car,Medsize,Personal
Nevada,No,Basic,College,Unemployed,M,Suburban,Married,Offer3,Branch,Two-Door Car,Medsize,Personal
California,No,Basic,High School or Below,Employed,M,Suburban,Married,Offer1,Branch,Four-Door Car,Medsize,Corporate
Washington,No,Basic,High School or Below,Employed,F,Suburban,Married,Offer1,Agent,Four-Door Car,Medsize,Personal
Arizona,No,Premium,College,Employed,M,Urban,Married,Offer1,Agent,Four-Door Car,Medsize,Corporate
Oregon,No,Basic,High School or Below,Employed,F,Suburban,Divorced,Offer1,Branch,Four-Door Car,Small,Personal
Washington,No,Extended,High School or Below,Disabled,M,Suburban,Married,Offer1,Branch,Four-Door Car,Medsize,Personal
Nevada,Yes,Extended,Bachelor,Unemployed,F,Suburban,Divorced,Offer1,Call Center,Two-Door Car,Large,Corporate
Arizona,No,Basic,Master,Employed,F,Urban,Married,Offer1,Agent,SUV,Medsize,Personal
Arizona,No,Extended,Bachelor,Employed,F,Suburban,Married,Offer1,Branch,Luxury Car,Medsize,Special
Arizona,No,Basic,College,Employed,F,Suburban,Married,Offer4,Branch,SUV,Medsize,Personal
Nevada,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Offer1,Agent,Four-Door Car,Small,Personal
Nevada,No,Basic,Master,Employed,F,Suburban,Married,Offer1,Call Center,SUV,Large,Personal
Oregon,No,Extended,College,Employed,M,Urban,Married,Offer3,Call Center,Two-Door Car,Medsize,Personal
Oregon,No,Basic,College,Employed,F,Urban,Married,Offer1,Agent,Four-Door Car,Medsize,Corporate
Arizona,No,Basic,Master,Employed,M,Urban,Married,Offer3,Agent,Luxury Car,Medsize,Personal
California,No,Basic,Master,Employed,F,Suburban,Married,Offer4,Agent,Four-Door Car,Small,Personal
Washington,No,Extended,High School or Below,Employed,M,Suburban,Married,Offer1,Branch,Luxury Car,Medsize,Personal
Arizona,No,Extended,Master,Employed,M,Rural,Married,Offer4,Agent,SUV,Medsize,Personal
Oregon,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Offer4,Call Center,Four-Door Car,Medsize,Personal
Oregon,No,Basic,Bachelor,Unemployed,F,Suburban,Married,Offer1,Agent,Four-Door Car,Small,Personal
Oregon,No,Basic,High School or Below,Employed,M,Rural,Single,Offer3,Call Center,SUV,Medsize,Personal
Oregon,No,Basic,Bachelor,Employed,F,Rural,Married,Offer4,Web,Four-Door Car,Medsize,Special
Arizona,Yes,Premium,High School or Below,Employed,F,Suburban,Married,Offer2,Call Center,Two-Door Car,Small,Personal
California,No,Basic,College,Employed,F,Suburban,Married,Offer1,Call Center,SUV,Medsize,Corporate
Arizona,No,Premium,College,Employed,F,Urban,Divorced,Offer1,Branch,Two-Door Car,Large,Personal
California,No,Basic,College,Employed,F,Urban,Married,Offer1,Agent,SUV,Small,Personal
California,No,Basic,College,Employed,F,Suburban,Divorced,Offer1,Agent,SUV,Small,Corporate
California,No,Extended,High School or Below,Unemployed,M,Rural,Married,Offer1,Agent,Four-Door Car,Medsize,Personal
Oregon,No,Basic,College,Employed,F,Suburban,Married,Offer3,Agent,Four-Door Car,Medsize,Personal
Oregon,No,Extended,High School or Below,Employed,M,Rural,Married,Offer3,Web,Two-Door Car,Medsize,Personal
Washington,No,Extended,Master,Employed,F,Rural,Married,Offer2,Call Center,SUV,Medsize,Personal
Nevada,No,Extended,College,Unemployed,F,Urban,Married,Offer3,Branch,SUV,Small,Personal
California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Offer1,Web,Luxury Car,Small,Personal
Oregon,No,Extended,Master,Unemployed,M,Suburban,Married,Offer1,Branch,SUV,Medsize,Personal
Arizona,Yes,Extended,Master,Employed,M,Urban,Married,Offer3,Agent,Four-Door Car,Medsize,Personal
California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Offer1,Agent,Four-Door Car,Medsize,Personal
California,No,Basic,College,Employed,F,Suburban,Single,Offer3,Agent,Luxury Car,Small,Personal
Nevada,No,Basic,College,Unemployed,M,Suburban,Single,Offer1,Agent,Four-Door Car,Small,Personal
Oregon,Yes,Premium,College,Employed,M,Suburban,Married,Offer2,Branch,Four-Door Car,Medsize,Personal
Arizona,No,Basic,Doctor,Unemployed,M,Suburban,Married,Offer3,Web,SUV,Medsize,Personal
California,No,Extended,College,Unemployed,M,Suburban,Single,Offer3,Web,SUV,Medsize,Personal
California,No,Basic,Master,Medical Leave,M,Suburban,Married,Offer1,Agent,Four-Door Car,Medsize,Personal
Arizona,No,Basic,Master,Retired,M,Suburban,Divorced,Offer4,Web,Four-Door Car,Large,Personal
Oregon,No,Extended,High School or Below,Employed,F,Rural,Divorced,Offer1,Agent,Four-Door Car,Medsize,Personal
Arizona,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Offer2,Agent,Four-Door Car,Medsize,Corporate
Arizona,No,Basic,High School or Below,Unemployed,F,Rural,Married,Offer1,Branch,Four-Door Car,Medsize,Personal
Oregon,No,Basic,Bachelor,Employed,M,Suburban,Married,Offer4,Agent,Two-Door Car,Small,Personal
California,No,Basic,Master,Employed,F,Urban,Married,Offer1,Call Center,Four-Door Car,Medsize,Personal
Washington,No,Basic,College,Employed,F,Suburban,Married,Offer1,Agent,Four-Door Car,Medsize,Corporate
California,No,Extended,High School or Below,Employed,M,Suburban,Married,Offer2,Branch,Four-Door Car,Medsize,Personal
California,Yes,Basic,Bachelor,Unemployed,M,Suburban,Married,Offer1,Agent,SUV,Large,Personal
Oregon,No,Basic,College,Employed,M,Suburban,Married,Offer1,Branch,Four-Door Car,Medsize,Corporate
